id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
604031,Straight Up,6.798,62,Released,2020-02-28,16080,97,False,/qPSQV3mPS9ThPLRxgo9xpK5sNBP.jpg,0,https://strandreleasing.com/films/straight-up,tt8855960,en,Straight Up,"Todd is a hyper-articulate, obsessive compulsive gay twentysomething whose fear of dying alone leads him to a baffling conclusion: he might not be gay after all. When he meets Rory, a whip-smart struggling actress with her own set of insecurities, the two forge a relationship that’s all talk and no sex.",5.815,/5ghC3pVLsJtxx8WgxIKzW3iXAHB.jpg,He might be gay. She might not care.,"Comedy, Romance",Valparaiso Pictures,United States of America,English,"sexual identity, soulmates, bisexuality, obsessive compulsive disorder, los angeles, california, lgbt, chance meeting, psychoanalyst, asexuality, gay theme, aspiring actress"
741124,Presidents,5.252,133,Released,2021-06-30,0,108,False,/6bpomQ8dfKnqB9b49Z4EWF3vHvA.jpg,0,,tt13558724,fr,Présidents,"A former french President, Nicolas, decides to persuade another one, François, to campaign together in order to return to the front stage of politics.",5.815,/rlHMQK4cyvzqsOUZCSJEAQkd8qm.jpg,Two French politicians fighting for power,Comedy,"Ciné-@, Universal Pictures France, La Production Dujardin",France,French,"france, president"
535692,My Masterpiece,7.292,159,Released,2018-08-14,0,100,False,/vHJCRXpdNfYePNPm913zglMVlA4.jpg,0,,tt7605922,es,Mi obra maestra,"Arturo, the successful owner of an art gallery, and Renzo, a talented but decadent painter, are old friends who cannot stop bickering. One day, Arturo comes up with a solution to all their problems, but the plan they concoct turns out to be crazier and riskier than they originally expected.",5.815,/lYlCD0fyYlKHQytjsWhFZivaNE1.jpg,The Story Of A S̶c̶a̶m̶ Friendship,Comedy,"Arco Libre, HEi Films, INCAA, Mediapro, Televisión Abierta, Moovie Productions, Cohn-Duprat, Cine Argentino","Argentina, Spain",Spanish,male friendship
252520,Short Peace,6.519,55,Released,2013-07-20,22862,68,False,/vPFphxxLyKXTlIaUW6N6egSrc78.jpg,0,http://shortpeace-movie.com/,tt3392330,ja,ショート・ピース,A traveler is confronted by spirits in an abandoned shrine; a story of honor and firefighting in ancient Japan; a white bear defends the royal family from a monstrous red demon; ragtag soldiers battle a robotic force in futuristic Japan.,5.815,/1H5weDCfCpY7ybfUCGts3m3hWmX.jpg,A four-film omnibus that features four short anime films all themed around Japan.,Animation,SUNRISE,Japan,Japanese,"adult animation, short compilation, anime"
308715,Away and Back,5.977,65,Released,2015-01-25,0,96,False,/lPOZDDAcwPOurTGquDVqVXreDZL.jpg,0,https://www.hallmarkmoviesandmysteries.com/away-back,tt4309834,en,Away and Back,"Jack Peterson, a widowed father of three young children, encounters Ginny Newsom, a wildlife biologist, whose mission is tracking trumpeter swans, a family of which settle in a pond on the Peterson farm. Could that be romance in the air?",5.815,/77gk16lKvUMRD8QmqpxNv5ZqRn9.jpg,Why do paths cross?,"Drama, Comedy, Family, TV Movie",Hallmark Hall of Fame Productions,United States of America,English,"swan, widower, birds"
782973,Tony Parker: The Final Shot,7.1,59,Released,2021-01-06,0,98,False,/571hYvaqKvlenxhVP1XAS3BxdFd.jpg,0,https://www.netflix.com/title/81274937,tt13696668,en,Tony Parker: The Final Shot,"The background and career of Tony Parker, whose determination led him to become arguably the greatest French basketball player.",5.814,/8zrgid8f6c2ODn2T94jKfopOF4C.jpg,,Documentary,,France,"English, French","biography, basketball, sports documentary, basketball player"
310126,"Il ricco, il povero e il maggiordomo",5.706,813,Released,2014-12-11,0,102,False,/kxQE1vSZG0HoC2yh7BiaFaYFM2t.jpg,0,,tt4229938,it,"Il ricco, il povero e il maggiordomo","A wealthy broker, his loyal butler, and a poor unauthorized seller all see their social positions change in a twist of fate.",5.813,/fjnOjxruO6rmUwF2nnnoynYhUHf.jpg,,Comedy,"Medusa Film, A.Gi.Di.",Italy,Italian,loss of fortune
287767,Mardaani,6.6,83,Released,2014-08-22,7557761,113,False,/e34u9B8vFldU44Vs9Jz5VS0I1FG.jpg,2121476,,tt3495000,hi,Mardaani,A Mumbai police officer's search for a missing teenage girl leads her to the depraved world of child trafficking. What follows is a cat-and-mouse game between the officer and a ruthless mafia kingpin.,5.813,/mI77x6LZ9IHpHjTjvgNeC4Uxfsa.jpg,,"Action, Crime, Drama, Thriller",Yash Raj Films,India,Hindi,"rape, kidnapping, brothel, pimp, investigation, villain, fistfight, rape victim, beaten to death, teenage girl, female protagonist, cruelty, brutality, teenage prostitute, sex trafficking, anger, tough girl, female police officer, one woman army, female detective, misogyny, child trafficking, misogynist, tough cop, police agent, child prostitution, abduction, knocked unconscious, forced into prostitution, evil man, self justice, woman wrapped in a towel"
62675,Distracted,5.986,104,Released,1970-12-09,0,85,False,/1kCexERbcnVBmTFGyftUW6YFKWo.jpg,0,,tt0072884,fr,Le Distrait,A comedy about an absent-minded man who works at a advertising company and topples from one problem to another.,5.813,/xyCy5FHF6A7W6uguOYZogPy5HoV.jpg,,Comedy,"Madeleine Films, Gaumont International, Les Productions de la Guéville",France,French,"paris, france, 1970s, family relationships, marketing, misunderstanding, advertising, gag, dreamer, advertising agency, advertising jingle, absent minded, work relationship, mother son relationship"
17126,Satisfaction,5.197,59,Released,1988-02-12,8253123,92,False,/zUf6Q8oBt51yoIBhlE5RIgHEEnM.jpg,0,,tt0096037,en,Satisfaction,"When a young rock group called The Mystery gets its first gig at a club, it's an opportunity to see what life is all about. Fresh out of high school, the rockers are hired by an exclusive beach resort thanks to a faded '60s songwriter. There, they meet with romance and adventure. But street-smart lead singer Jennie Lee faces a dilemma: pursue her budding career or finish high school.",5.813,/yvLIYS4lDfsQL4khLly73cDczaM.jpg,One Band. One Dream. One Summer.,"Comedy, Music, Romance","20th Century Fox, NBC",United States of America,English,"female bonding, woman director"
557800,At the Heart of Gold: Inside the USA Gymnastics Scandal,7.283,59,Released,2019-05-03,0,88,False,/86shpqprk2FICfsPqjvKnYdvr3x.jpg,0,https://www.hbo.com/documentaries/at-the-heart-of-gold-inside-the-usa-gymnastics-scandal,tt8299654,en,At the Heart of Gold: Inside the USA Gymnastics Scandal,"A look inside the USA gymnastics sexual abuse scandal that shook the sports world in 2017 depicting a landscape in which women spend their youth seeking victory on a world stage, juxtaposed against a culture where abuse prevails and lives are damaged forever.",5.812,/a3t1RktaXBTfNmwzuIoTC4rpuJj.jpg,They are more than champions. They are survivors.,Documentary,"HBO, HBO Documentary Films, Sidewinder Films",United States of America,English,"sports, olympic games, gymnastics, scandal, sexual harassment, sexual assault, real life"
359749,78/52,7.265,119,Released,2017-10-13,0,91,False,/4WGqXK1FHXKWlDXNkYlhWJmj6ME.jpg,0,http://www.ifcfilms.com/films/7852,tt4372240,en,78/52,The most famous murder scene in movie history comprises 78 camera settings and 52 cuts: the shower scene in Alfred Hitchcock's Psycho. 78/52 tells the story of the man behind the curtain and his greatest obsession.,5.812,/mJb3OTY0rc4dTUStQnxSeRacsTV.jpg,78 shots & 52 cuts that changed cinema forever,Documentary,"Sensorshot Productions, Exhibit A Pictures, Screen Division, Milkhaus, ARTE","France, United States of America, United Kingdom",English,"movie business, editing, psycho"
592798,The Bare Necessity,5.888,94,Released,2019-08-14,0,99,False,/aQuDaHRtOI1ZqZbnApB126TlnoN.jpg,0,,tt10228204,fr,Perdrix,"Pierre Perdrix has been enjoying an enchanted though restless existence since the enigmatic Juliette Webb burst into his life. a stranger who landed in his family's unique world like a meteorite, and who by her presence alone will force this tight-knit microcosm to redefie their boundaries and finally begin to fully live their lives.",5.812,/9K3ULLZx4NqtSBskjagxFXpaASB.jpg,,"Comedy, Romance",Domino Films,France,French,
314065,Altar,4.822,101,Released,2014-12-27,0,95,False,/uQa2pXuqMgVX1pqnqBuB42aIbC7.jpg,0,,tt3484800,en,Altar,A young family find themselves in serious danger when they move to an isolated haunted house in the Yorkshire Moors.,5.812,/p5JEzIZ9ibVltkf8XtDG0VWTF2h.jpg,Some secrets are best left hidden,"Mystery, Horror","Screen Yorkshire, Content Media Corp., Great Point Media, Pygmalion Productions",United Kingdom,English,"england, haunted house, ghost"
394260,Sweet Dreams,6.619,194,Released,2016-11-10,0,131,False,/lOlMW38YoOJd4WxFIGf2KbzCrCQ.jpg,0,,tt4746506,it,Fai bei sogni,"Turin, 1969. Nine-year-old Massimo’s idyllic childhood is shattered by the mysterious death of his mother. The young boy refuses to accept this brutal loss, even if the priest says she is now in Heaven. Years later in the 90s, adult Massimo has become an accomplished journalist. After reporting on the war in Sarajevo, he begins to suffer from panic attacks. As he prepares to sell his parents’ apartment, Massimo is forced to relive his traumatic past. Compassionate doctor Elisa could help tormented Massimo open up and confront his childhood wounds…",5.811,/6hVOxQX6Q7K6IsOJAw4D7zPIssX.jpg,,Drama,"Film Investment Piedmont (FIP), Film Commission Torino Piemonte, Ad Vitam Production, IBC MOvie, Kavac Film, MiC, RAI","France, Italy","French, Italian",1960s
24918,The Twelve Chairs,6.284,111,Released,1970-10-28,0,94,False,/rNsvAujTsnn4OAXt3zp6MlLMvdB.jpg,0,,tt0066495,en,The Twelve Chairs,"In 1920s Soviet Russia, a fallen aristocrat, a priest and a con artist search for a treasure of jewels hidden inside one of twelve dining chairs, lost during the revolution.",5.811,/j2DH7mDHUbSY3UdLGMd8KricSWc.jpg,A wild and hilarious chase for a fortune in jewels.,Comedy,"Crossbow Productions, The Twelve Chairs Company, Universal Marion Corporation (UMC)",United States of America,"Russian, English",hidden fortune
30794,Edge of the Axe,5.4,62,Released,1988-05-20,0,90,False,/1HjfzGlX0Y92dFxHbRgsmxHSYIv.jpg,0,,tt0094627,es,Al filo del hacha,"An axe murderer terrorizes a small Northern California mountain community, while two young computer-obsessed adults attempt to solve the killings.",5.81,/azmAQc6Udqn03DOAmOV3rmU17IF.jpg,There is nothing silent about the nights in Paddock County.,"Horror, Mystery",Calepas International,"Spain, United States of America","English, Spanish","serial killer, slasher, northern california, ax"
84533,Ek Main Aur Ekk Tu,5.6,57,Released,2012-02-10,0,110,False,/1sD7xpM6KQJUYbr7YHyR1gMGrfl.jpg,0,http://ekmainaurekktuthemovie.com/,tt1703958,hi,एक मैं और एक तू,"Rahul and Riana meet each other for the first time, get drunk, and awake the next morning to find that they have gotten legally married to each other.",5.809,/yei87xHRcmf4OhritS6GAju8fdq.jpg,,"Drama, Comedy, Romance","Dharma Productions, UTV Motion Pictures",India,Hindi,"wedding, las vegas, accidental marriage"
41930,Uranus,6.8,78,Released,1990-12-12,0,100,False,/duw70XDZhv8cyDCFyB6l2zjYNmM.jpg,0,,tt0100851,fr,Uranus,"After World War II, a small French village struggles to put the war behind as the controlling Communist Party tries to flush out Petain loyalists. The local bar owner, a simple man who likes to write poetry, who only wants to be left alone to do his job, becomes a target for Communist harassment as they try and locate a particular loyalist, and he pushes back.",5.809,/g18EepYwT2KJrDaeeadrgb0lPSF.jpg,,"Drama, Comedy",,France,French,
20689,The Dancer Upstairs,6.196,51,Released,2002-09-20,5227348,132,False,/qR3Dk3ctnrrxkAI6I472RhamIbu.jpg,0,,tt0118926,en,The Dancer Upstairs,A police detective in a South American country is dedicated to hunting down a revolutionary guerilla leader.,5.808,/jG662jKzEf63fhcbbN3WiLlz5MX.jpg,"An honest man caught in a world of intrigue, power and passion.","Crime, Drama, Romance, Thriller","Vía Digital, Fox Searchlight Pictures, Lolafilms, Mr. Mudd Production, Atresmedia","Spain, United States of America","English, Spanish, Quechua",
490005,Never Goin' Back,6.019,77,Released,2018-08-03,0,87,False,/dzmTPTmDD08RxgL1wDXvicNCKXR.jpg,0,http://nevergoinback.com,tt7690016,en,Never Goin' Back,"Angela and Jessie are best friends intent on taking a wild beach trip, but when their roommate loses all their money in a drug scam, the girls—blissfully stoned—go to increasingly daring and absurd lengths to get it back.",5.808,/3ytp5pmHFVvAesnL2SJecxgV8W2.jpg,,Comedy,"Sailor Bear, Mama Bear Studios, Zero Trans Fat Productions",United States of America,English,"robbery, waitress, female friendship, based on true story, drug dealing, juvenile delinquent, autobiographical, woman director, narcotics, roommate issues, past due rent, weed, stoner movie, female writer, high school drop out, homoerotism, best friends"
58081,Iris Blond,6.019,162,Released,1996-12-13,0,109,False,/jYVgazJFRSk91jOaKBDW3FGEFvF.jpg,0,,tt0117695,it,Sono pazzo di Iris Blond,"Romeo, a lovelorn Roman musician in his 40s with 20 years since his only hit, consults a fortuneteller who predicts he'll find love and money with a foreign singer named for a flower. In Brussels he meets Marguerite, an older chanteuse who interprets Jacques Brel and loves her yappy dog.",5.807,/rDElTbZuotby0cfCh3R45Bl93gh.jpg,There's Something Wild About Iris Blond,Comedy,Cecchi Gori Group Tiger Cinematografica,Italy,Italian,
28532,Castle of Blood,7.0,85,Released,1964-02-27,0,87,False,/s2MNZ9fEroQrKMagzBl5gO43VlD.jpg,0,,tt0057993,it,Danza macabra,"A writer accepts a wager that he cannot spend the night alone in a haunted castle on All Soul's Eve. Once night falls at the castle, several who had been murdered therein return to life, reliving their deaths and seeking to kill the writer for his blood in a vain attempt to stay alive beyond that one night.",5.807,/A17gEQk617FsLhtPyalRN885KM3.jpg,The living and the dead change places in an orgy of terror!,Horror,"Vulsinia Films, Giovanni Addessi Produzione Cinematografica, Ulysse Productions","France, Italy",Italian,"bet, vampire, castle, gothic horror, gothic, ghost"
491303,Butterflies,7.0,88,Released,2018-03-30,352082,117,False,/zytLXz0ZCPmaca6R5qAnhJmElUy.jpg,0,,tt7318202,tr,Kelebekler,"Three strangers with one thing in common — the same father — come to a Turkish village to bury him, and learn about him and each other.",5.806,/7FfL2IFkVnwqK95mQVY3IYJK9kR.jpg,There is nothing more dangerous than an astronaut with nothing to lose,"Drama, Comedy",Karaçelik Film,Turkey,Turkish,"sibling relationship, family secrets, magic realism, roadtrip, personal journey"
53418,One A.M.,6.705,105,Released,1916-08-07,0,25,False,/9LnEeVTAfem92s9oVkVQ4IqyeAQ.jpg,0,,tt0007145,en,One A.M.,A drunken homeowner has a difficult time getting about in his home after arriving home late at night.,5.806,/aHFGmGKZ43NhgrztKA8VqPtnd17.jpg,An inspiring and fantastic one-man show!,Comedy,Lone Star Corporation,United States of America,No Language,"hat, alcohol, taxi driver, key, cigarette, bed, alcoholism, playboy, stuffed animal, alcohol abuse, alcoholic, top hat, goldfish bowl, alcoholic drink, gentleman, drunkenness, comic drunk, drunkard, charlot, tumbling, carlitos"
414187,Josie,5.294,85,Released,2018-03-16,0,87,False,/mnyiidfEfSBIHDcsnoIVNNjXuZH.jpg,0,,tt4682780,en,Josie,"Everyone knows everyone in the southern town of Baymont. So when tattooed, sweet-talking Josie struts into town, heads turn. Striking up relationships with young punk Gator and loner Hank, she quickly becomes a hot topic of local gossip.",5.806,/sXwATbG3eJjkteGh1YaqV1PGeGb.jpg,Secrets will come to light.,"Thriller, Drama","Boo Pictures, Coalition Group, Traveling Picture Show Company (TPSC), Eggplant Picture & Sound, Waterstone Entertainment",United States of America,English,
340030,Night Fare,5.242,66,Released,2015-10-02,0,80,False,,0,,tt3889166,fr,Night Fare,"Luc and his English friend Chris take a taxi to go home after partying hard all evening in Paris. At destination, they run away without paying the fare. They got the wrong driver for this... The taxi goes immediately into hunting mode, chasing them all night, wherever they go. But does he only want his money back?",5.806,/snljK4rCHwcEqiu5zEsYdFuiFda.jpg,The Meter Never Stops Running,Thriller,Daïgoro Films,France,"German, French, English",
24561,Yatterman,6.229,70,Released,2009-02-06,32897214,111,False,/hiUY16irOAebelGeATnlF7Tcjmu.jpg,0,,tt1010055,ja,ヤッターマン,"Gan and his girlfriend Ai are mild-mannered toy shop owners by day but, when evil lurks, they transform into superheroes Yatterman 1 & 2.  With the help of a dog-shaped robot, Yatterwoof, they take on the Doronbow gang, lead by the sexy Lady Doronjo.  Together, they must stop the evil gang from finding the four magical skull pieces that will allow them to control the world!",5.805,/s3ig9QssXPf64Telz4wmMe93jFA.jpg,,"Action, Comedy","Nikkatsu Corporation, Horipro, J Storm, Shochiku, Nippon Television Network Corporation",Japan,Japanese,"time travel, giant robot, electrical device, based on anime"
8064,Chiko,6.3,63,Released,2008-02-09,0,92,False,/sa85yRz5asOPKx49aubcbCmKj2b.jpg,1500000,http://www.chiko-derfilm.de/,tt1132474,de,Chiko,"This is the story of Isa, who grows up in a Hamburg suburb. It might be one of the world's richest cities but every beast has its belly and here, in the very underbelly, Chiko lives in a world where violence, staking and keeping a claim, and drug taking are the norm. Where down is not an option, Chiko is determined to rise to the top, whatever and whomever it costs.",5.804,/7jvu0BUsrsojDVDmar3QddRgCEF.jpg,,Drama,Corazón International,Germany,German,"drug dealer, career, music record, drug smuggling, drug crime, joint, german-turkish living together, drug trafficking, socially deprived family, cocaine, record producer, drug scene, respect, marijuana, drugs, rebellious youth, drug lord, family, hamburg, germany"
30416,Stanley Kubrick: A Life in Pictures,7.4,173,Released,2001-05-02,0,141,False,/2Rx61lWWkxR0jeaBi0H0CJQm35b.jpg,0,,tt0278736,en,Stanley Kubrick: A Life in Pictures,"With commentary from Hollywood stars, outtakes from his movies and footage from his youth, this documentary looks at Stanley Kubrick's life and films. Director Jan Harlan, Kubrick's brother-in-law and sometime collaborator, interviews heavyweights like Jack Nicholson, Woody Allen and Sydney Pollack, who explain the influence of Kubrick classics like ""Dr. Strangelove"" and ""2001: A Space Odyssey,"" and how he absorbed visual clues from disposable culture such as television commercials.",5.804,/yGrzFNyc9ztyAJejneh9734Y9Uj.jpg,,Documentary,Warner Bros. Pictures,United States of America,English,"career, conversation, interview"
42709,"Silent Night, Deadly Night 3: Better Watch Out!",3.79,62,Released,1989-11-09,0,90,False,/x5drWqNlcbqJ342SjXvUqFK0iZY.jpg,0,,tt0098331,en,"Silent Night, Deadly Night 3: Better Watch Out!","Ricky Caldwell, the notorious 'Killer Santa Claus', awakens from a six-year coma after being kept alive on life-support by a slightly crazed doctor experimenting with ESP and other special abilities. Ricky targets a young, clairvoyant blind woman, named Laura, whom is traveling with her brother Chris, and his girlfriend Jerri to their grandmother's house for Christmas Eve, and Ricky decides to go after her, leaving a trail of dead bodies in his wake.",5.804,/jZ05JtzuWvZq0FNU5EdHNnjFvsZ.jpg,"When your nightmare ends, the real terror begins!",Horror,Quiet Films Inc.,United States of America,English,"santa claus, sequel, murder, psychic power, decapitation, serial killer, bathtub, psychic, psychiatrist, blind girl, christmas"
785521,Battle: Freestyle,5.462,52,Released,2022-04-01,0,88,False,/8WpRRiz3qQqzBiifCTm1dW0b6bs.jpg,0,https://www.netflix.com/title/81248118,tt13350858,no,Battle: Freestyle,Amalie and Mikael lead their street dance team to the finals in France but tough competition and personal distractions threaten to ruin their dreams.,5.803,/6D6QumiHEhnpZG12Ibjy2BxA6n4.jpg,,"Romance, Drama",Friland Produksjon AS,Norway,Norwegian,"dance, paris, france, based on novel or book, norway, sequel, battle"
675485,Forever First Love,7.389,54,Released,2020-05-17,0,80,False,/gUe5LqU3NpDuX9lLBPlQeoVauY7.jpg,0,,tt10485148,en,Sage of Time,"Paul is an international photographer who travels the world to capture the perfect photographic moment. Amid the colour and chaos of a crowded Filipino market, destiny intervenes when Paul’s first love, Anna appears in his lens. The travellers spend the day exploring the beauty of the 16th century town and whilst passions reignite, their principles on relationships, religion and morality clash. The night they spend together will change everything.",5.803,/7aTSesp7oQEyiSxrpbC1z5Tegzm.jpg,The heart never forgets.,"Drama, Romance",,,"French, English",
42185,Shark Attack,5.174,72,Released,1999-11-09,0,95,False,/fHODRgXkCPUKFtxfGc107D2qwvF.jpg,0,,tt0161970,en,Shark Attack,"When an accidental death verdict is given on discovery of the remains of a top scientist, within the stomach of a hammerhead shark his closest friend Marine Biologist Steven McRay is not happy with the explanation and travels to investigate further, where he discovers that his friend's death was not an isolated incident, and that the local population have been terrorised by a rash of shark attacks.Developments in scientific technology had allowed experts to predict the pattern and likelihood of Shark Attacks, but now it seems that they may also be able to actually control these factors, rendering at their disposal the ultimate Killing machine.Enjoy the water... you may never want to go in the sea again!",5.803,/5e8uzYJCgnGBbo44THk6IIMLDhu.jpg,The worlds deadliest predator just got angry...,Horror,"Sharky Productions, Martien Holdings A.V.V., Nu Image","Israel, South Africa, United States of America","German, English","shark attack, shark"
29461,Soul Food,6.408,71,Released,1997-09-26,0,114,False,/d8JdOTvPHrT5pi4oGcwZ3YAqjP.jpg,0,,tt0120169,en,Soul Food,"Traditional Sunday dinners at Mama Joe's (Irma P. Hall) turn sour when sisters Teri (Vanessa L. Williams), Bird (Nia Long) and Maxine (Vivica A. Fox) start bringing their problems to the dinner table in this ensemble comedy. When tragedy strikes, it's up to grandson Ahmad (Brandon Hammond) to pull the family together and put the soul back into the family's weekly gatherings.",5.803,/97t6YjxjTpwQ439MJcPiPDrMAg0.jpg,Every family needs some.,"Comedy, Drama","Edmonds Entertainment Group, Fox 2000 Pictures",United States of America,"Italian, English","sister, family relationships, unity"
51939,Beat the Devil,6.904,73,Released,2002-11-22,0,10,False,/6bdqsCOyNG8Ik15BicbammE1VFc.jpg,0,,tt0338768,en,Beat the Devil,"The Driver drag-races the Devil, in order to earn James Brown his soul.",5.802,/QkWtQ5Vle4w8MzgpsLtwDpw28q.jpg,,"Comedy, Action, Fantasy",RSA Films,United States of America,English,
16228,Street Fighter Alpha: Generations,6.8,58,Released,2005-10-25,0,45,False,/rc1AFMt54KOyLro0azdxCHbRNlt.jpg,0,,tt0495900,ja,Street Fighter Alpha: Generations,"When Ryu returns to pay homage to his deceased mentor, Gouken, he is tormented by disturbing memories of his master's killer (Gouki). In a quest to become a true martial arts master, he sets out to hone his street fighting skills and deliver himself from the haunting legacy of the dark hadou.",5.802,/z6amRu0MxrBz1I3oLJz6pkSveG9.jpg,,"Action, Animation","Manga, CAPCOM, APPP Company",Japan,"English, Japanese","martial arts, street fighter, based on video game, anime"
22559,Aliens of the Deep,6.016,63,Released,2005-01-28,0,95,False,/EKgE2XEu6Gr6IdFX2oJ1Bm7Zqy.jpg,0,,tt0417415,en,Aliens of the Deep,"James Cameron teams up with NASA scientists to explore the Mid-Ocean Ridge, a submerged chain of mountains that band the Earth and are home to some of the planet's most unique life forms.",5.801,/fr93LZw0vilOK42vbWCgtekyMpQ.jpg,,Documentary,"Walt Disney Pictures, Walden Media",United States of America,English,deep sea
418588,Day of Reckoning,4.571,56,Released,2017-05-18,0,85,False,/yvcsAYA91dshyQvtHSEFcSxnMWl.jpg,0,,tt5742568,en,Day of Reckoning,"Some years ago, the world experienced a ""day of reckoning"" when creatures came up from below and purged humanity of evil. Now, it is happening again.",5.801,/lQOrFfaFTtSSmOtDCSM2EzHguOq.jpg,Hell will rise,"Science Fiction, Horror, Action",Epic Pictures Group,United States of America,English,demon
294132,Results,5.046,175,Released,2015-05-29,104507,105,False,/s51WqUDSVTmADPbOkSMDdeqgCTo.jpg,0,,tt3824412,en,Results,"Two mismatched personal trainers' lives are upended by the actions of a new, wealthy client.",5.801,/5cI8s0h6m7HeUWso20DyPiFDYOj.jpg,Fighting fit,Comedy,"Houston King Productions, Burn Later Productions",United States of America,English,"love triangle, gym, austin, texas, mumblecore, personal trainer, trainers, client plans, business expansion"
415766,Who Gets the Dog?,5.22,66,Released,2016-09-13,0,95,False,/qSv7KLlhDFFrBhXL6cN3EcmAhle.jpg,0,,tt1949605,en,Who Gets the Dog?,A couple going through a divorce squabble over custody of their beloved dog.,5.8,/rLXPoZ2ApBD5pFMNTyxhyJvoxkG.jpg,Breakups can be woof!,"Drama, Comedy, Romance, TV Movie","2DS Productions, Samuel Goldwyn Films, Epic Pictures Group",United States of America,English,"chicago, illinois, court, nurse, veterinarian, sadness, custody battle, ice hockey, divorce, dog, separation, goalie, dog trainer, pets, custody hearing, memories, kids’ sports team, pet custody, hockey player, doggie daycare"
18419,Shooting Stars,4.712,104,Released,2002-04-24,0,97,False,/hvmuMRJ3cg1Xqz4AL6Jq4Fj51ue.jpg,0,,tt0295736,fr,3 zéros,"A Fleury-Mérogis, un match de foot a lieu dans la cour de prison. Tibor Kovacs, un jeune Hongrois, fait des prodiges avec le ballon. Véritable virtuose du football, il rêve de jouer en équipe de France. Pour Manu, son compagnon de cellule, Tibor est un cadeau du ciel. A la veille de leur sortie de prison, les deux compères décident d'unir leurs destins : Tibor deviendra le plus grand joueur du mon",5.799,/qjDheLQWks2xXpZz0eLsBHafIfM.jpg,,Comedy,"Bac Films, Mandarin Film, Canal+, TF1 Films Production","China, France",French,football (soccer)
95414,Superman,6.8,82,Released,1941-09-26,0,10,False,/6PCprqrm0kdzYdAtZlSiFoY0Ypi.jpg,50000,,tt0034247,en,Superman,"After The Daily Planet receives a letter from a mad scientist threatening to wreak destruction with his Electrothanasia Ray, Lois Lane heads out in the hopes of getting more information for a news story.",5.799,/be4a0lyJF3Jo9Z1ykVR7gYUfBQt.jpg,Amazing! Startling! Superman is here!,"Action, Animation",Fleischer Studios,United States of America,English,"based on comic, super power, death ray, superhuman strength, short film"
660856,Forky Asks a Question: What Is Art?,5.789,64,Released,2019-11-22,0,4,False,/jEwGwQajO2JrAGrJQoIXqIcX7y9.jpg,0,https://www.disneyplus.com/movies/forky-asks-a-question-what-is-art/44GVChHmJkvw,tt11194636,en,Forky Asks a Question: What Is Art?,Mr. Pricklepants tells Forky about the complexities of being an actor and the art of performance.,5.799,/2vQ0UwdJoQ62jLrZ4SA2T9VCnvd.jpg,,"Animation, Family, Comedy",Pixar,,English,
337730,French Blood,5.946,83,Released,2015-06-10,0,98,False,/9ECYLVLFTGyAg8gqOC8tk8apM3w.jpg,0,,tt4168502,fr,Un Français,"Marco Lopez, a former Neo-Nazi and skinhead, tries to leave his violent, racist and hateful past behind him.",5.797,/eflY76R1AkWwWwv5n7Y3JLzHxvM.jpg,,Drama,Fin Août Productions,France,French,
475214,Farming,6.343,54,Released,2018-09-08,0,107,False,/jccbVVWVtiMAa2VluokCVDwkO4F.jpg,0,,tt1127881,en,Farming,"Based on the writer/director's childhood, FARMING tells the story of a young Nigerian boy, 'farmed out' by his parents to a white British family in the hope of a better future. Instead, he becomes the feared leader of a white skinhead gang.",5.796,/wndlhQGs0KAwQFhaKTVgPd9lkgM.jpg,,Drama,"Groundswell Productions, Montebello Productions, Metalwork Pictures, EMG Management, Logical Pictures, Sundance Institute","United States of America, France, United Kingdom",English,
613370,Brutus vs Cesar,3.965,198,Released,2020-09-18,0,87,False,/zay6947unL5nsznmPXgwPevgj6E.jpg,5000000,,tt10557524,fr,Brutus vs Cesar,"Faced with the tyranny of Caesar who acts as absolute master over Rome, Senators Rufus and Cassius form a plot to assassinate him.",5.795,/w8rDjGlO3VkANEufvyDHf4FA59W.jpg,,"Comedy, Adventure, History","Orange Studio, paiva films, Centaure",France,French,
466344,The Houses October Built 2,4.963,81,Released,2017-09-22,0,99,False,/mZNGIXdmosqUvrBQmgynUO3f2F9.jpg,0,,tt7068818,en,The Houses October Built 2,"Recovering from the trauma of being kidnapped last Halloween by the Blue Skeleton - a group who take ""extreme haunt"" to another level - five friends decide they must face their fears in order to move on. Heading back out on the road to visit more haunted house attractions, signs of the Blue Skeleton start appearing again and a new terror begins.",5.795,/9ePD42CjuXgwsFNDl3EC8KRi0XC.jpg,,Horror,,United States of America,English,"kidnapping, trauma, haunted house, sequel, friends, prank, found footage"
6958,"Walker, Texas Ranger: Trial by Fire",6.586,58,Released,2005-10-16,0,120,False,/Abpe9oByksEKjP0WO8Ine6n0zAt.jpg,0,,tt0480273,en,"Walker, Texas Ranger: Trial by Fire","Walker investigates a murder connected with a missing government weapon. In addition, he tries to track down a teen on the run from a crime syndicate.",5.795,/ebaCtQ4Bz7FYazWYjBb9k1BEOxJ.jpg,,"Action, Thriller, TV Movie",Norris Brothers Entertainment,United States of America,English,"gangster, texas ranger, serial killer"
